% Title : UCI Skin Segmentation.
% 
% Rob Lyon (robert.lyon@cs.man.ac.uk)

@RELATION SkinSegmentation

@ATTRIBUTE B	NUMERIC
@ATTRIBUTE G	NUMERIC
@ATTRIBUTE R	NUMERIC
@ATTRIBUTE class		{0,1}

@DATA
12,13,11,0
16,17,15,0
18,19,17,0
17,18,16,0
13,15,15,0
9,11,11,0
5,7,7,0
1,3,3,0
0,1,1,0
0,0,0,0
1,2,0,0
3,1,0,0
2,0,0,0
4,3,0,0
8,8,2,0
14,14,8,0
20,20,14,0
24,24,18,0
33,33,27,0
21,21,15,0
8,7,3,0
3,2,0,0
4,2,1,0
4,2,1,0
3,1,1,0
2,0,0,0
10,11,7,0
12,14,8,0
15,14,10,0
11,10,6,0
6,4,3,0
3,1,0,0
2,0,0,0
4,2,1,0
8,7,3,0
3,3,0,0
5,3,0,0
16,16,4,0
29,29,15,0
39,41,22,0
48,50,30,0
55,57,38,0
53,52,42,0
8,5,0,0
4,1,0,0
9,6,1,0
8,5,0,0
13,10,5,0
14,11,6,0
13,11,3,0
13,11,3,0
11,10,0,0
7,7,0,0
4,4,0,0
9,10,0,0
27,29,10,0
48,50,30,0
63,66,41,0
64,66,37,0
62,63,31,0
62,61,27,0
63,63,27,0
64,62,27,0
63,62,24,0
65,63,23,0
66,64,24,0
64,62,21,0
64,62,21,0
62,62,22,0
61,61,21,0
59,60,21,0
59,60,21,0
58,58,22,0
58,59,20,0
55,58,19,0
55,59,18,0
55,59,18,0
54,58,17,0
54,57,18,0
53,56,17,0
53,55,19,0
52,54,18,0
52,54,18,0
52,54,18,0
51,52,18,0
51,52,18,0
50,51,17,0
49,50,16,0
48,49,17,0
48,49,15,0
47,48,14,0
47,49,13,0
47,49,13,0
46,48,12,0
45,46,12,0
45,46,12,0
44,45,11,0
44,45,11,0
44,45,11,0
43,44,10,0
43,44,12,0
42,43,11,0
42,43,11,0
41,42,10,0
41,42,10,0
40,41,9,0
39,38,10,0
39,38,10,0
38,37,9,0
37,36,8,0
37,36,8,0
36,35,7,0
35,35,5,0
35,35,5,0
37,35,4,0
32,31,0,0
38,38,2,0
57,58,19,0
71,72,32,0
71,74,29,0
70,73,28,0
72,75,29,0
71,73,27,0
72,74,28,0
73,74,30,0
73,74,30,0
73,74,30,0
73,74,30,0
72,73,29,0
72,73,29,0
70,71,27,0
69,70,26,0
66,67,25,0
63,64,22,0
59,60,18,0
56,57,15,0
53,54,12,0
52,53,11,0
54,55,13,0
54,55,13,0
53,54,12,0
53,54,12,0
53,53,13,0
53,53,13,0
54,53,15,0
54,53,15,0
55,53,18,0
55,53,18,0
54,52,18,0
52,50,16,0
48,45,14,0
43,40,9,0
38,34,5,0
35,33,3,0
38,36,6,0
37,37,7,0
39,39,9,0
0,0,255,0
0,0,255,0
0,0,255,0
0,0,255,0
37,38,6,0
43,44,12,0
40,41,9,0
39,40,6,0
41,42,8,0
40,41,7,0
39,40,6,0
42,43,9,0
51,52,12,0
91,89,41,0
94,92,38,0
95,93,39,0
94,92,38,0
93,91,37,0
92,90,36,0
93,91,37,0
94,92,38,0
93,91,37,0
93,91,37,0
93,91,37,0
92,90,36,0
92,90,36,0
92,90,36,0
91,89,35,0
91,89,35,0
90,87,36,0
90,87,36,0
90,87,36,0
89,86,35,0
88,85,34,0
88,85,34,0
87,84,33,0
87,84,33,0
87,84,33,0
83,80,29,0
91,88,37,0
82,79,28,0
89,86,35,0
94,91,40,0
100,97,46,0
164,160,111,0
192,188,140,0
176,171,126,0
186,183,138,0
179,176,131,0
174,171,126,0
188,185,140,0
180,178,130,0
177,175,127,0
182,180,132,0
182,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
105,119,232,0
103,122,233,0
104,123,234,0
103,122,233,0
101,120,231,0
99,118,229,0
101,120,231,0
102,121,232,0
99,118,229,0
101,118,229,0
100,117,228,0
100,117,228,0
101,118,229,0
103,120,231,0
104,121,232,0
104,121,232,0
103,120,231,0
105,119,231,0
177,174,129,0
177,174,129,0
177,174,129,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
58,78,65,0
51,68,55,0
17,28,18,0
1,2,0,0
3,6,4,0
14,13,9,0
29,29,23,0
22,30,20,0
8,21,7,0
15,32,11,0
18,35,14,0
16,33,19,0
37,53,46,0
42,79,69,0
25,83,65,0
34,58,46,0
26,35,25,0
11,26,18,0
24,38,27,0
20,64,47,0
33,100,73,0
54,116,86,0
38,85,59,0
26,48,23,0
31,41,18,0
35,66,33,0
42,86,50,0
32,63,36,0
17,36,19,0
11,24,8,0
21,26,11,0
42,54,36,0
22,44,19,0
6,19,5,0
7,14,7,0
12,26,15,0
32,71,55,0
49,106,81,0
47,109,79,0
37,109,86,0
18,90,70,0
6,39,18,0
26,35,15,0
34,48,36,0
35,55,43,0
46,85,64,0
51,110,82,0
42,105,73,0
13,81,50,0
21,92,66,0
41,106,84,0
50,90,65,0
24,52,23,0
178,176,128,0
235,239,244,0
230,235,238,0
226,231,234,0
219,224,227,0
198,203,206,0
189,193,198,0
183,185,193,0
192,191,201,0
190,189,199,0
194,193,203,0
186,188,196,0
147,149,159,0
156,158,168,0
177,177,189,0
159,160,170,0
137,136,146,0
138,141,146,0
147,152,155,0
171,170,179,0
210,206,217,0
225,228,233,0
231,235,236,0
231,234,238,0
230,227,236,0
234,237,242,0
205,208,213,0
148,151,159,0
127,129,137,0
148,150,158,0
188,190,198,0
177,178,188,0
144,144,156,0
176,174,126,0
176,174,126,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,174,124,0
175,175,121,0
175,176,120,0
175,175,121,0
175,175,121,0
175,175,121,0
175,175,121,0
175,174,123,0
175,174,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,172,123,0
176,175,125,0
175,174,124,0
175,174,124,0
174,173,123,0
174,173,123,0
173,172,122,0
173,171,123,0
172,170,122,0
171,169,121,0
171,169,121,0
171,169,121,0
171,169,121,0
171,169,121,0
171,169,121,0
171,169,121,0
170,169,119,0
172,171,120,0
172,171,120,0
172,171,120,0
173,172,121,0
173,172,121,0
173,172,121,0
173,172,122,0
173,172,122,0
174,173,123,0
174,173,123,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
175,171,122,0
175,171,122,0
175,171,123,0
175,171,123,0
175,171,123,0
175,171,123,0
175,171,123,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
255,255,255,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,201,163,0
202,201,163,0
202,201,163,0
226,211,85,0
226,211,85,0
225,210,84,0
224,209,83,0
223,208,82,0
224,209,83,0
224,209,83,0
224,209,83,0
225,210,84,0
226,211,85,0
226,211,85,0
226,211,85,0
226,211,85,0
224,211,81,0
225,212,82,0
226,213,83,0
227,214,84,0
199,199,159,0
199,199,159,0
199,199,159,0
199,199,159,0
199,199,159,0
56,55,41,0
56,55,41,0
55,54,40,0
54,52,41,0
53,51,40,0
57,55,45,0
57,55,45,0
57,55,45,0
57,55,45,0
57,54,46,0
57,54,46,0
57,54,46,0
57,54,46,0
57,56,46,0
56,55,45,0
56,56,44,0
55,55,41,0
56,56,42,0
57,58,42,0
184,183,139,0
184,183,139,0
184,183,139,0
184,183,139,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
182,182,136,0
182,182,136,0
182,182,136,0
182,181,137,0
182,181,137,0
183,182,138,0
183,182,138,0
184,183,139,0
184,183,139,0
185,184,140,0
185,184,140,0
239,201,166,0
238,200,165,0
239,201,166,0
239,201,166,0
237,199,164,0
184,183,139,0
184,183,139,0
183,182,138,0
189,186,141,0
190,187,142,0
192,189,144,0
192,189,144,0
188,185,140,0
182,180,132,0
176,174,126,0
172,171,121,0
160,159,109,0
158,157,106,0
156,155,105,0
155,154,103,0
155,154,103,0
157,157,103,0
160,159,108,0
162,161,111,0
159,157,116,0
158,154,119,0
146,143,112,0
21,19,0,0
16,14,0,0
4,3,0,0
12,11,7,0
0,0,0,0
1,0,4,0
0,0,4,0
1,0,2,0
3,4,2,0
8,7,3,0
12,13,4,0
18,18,6,0
20,20,8,0
16,16,10,0
10,9,5,0
4,2,1,0
2,0,0,0
7,5,4,0
13,11,10,0
15,16,14,0
17,18,16,0
16,17,15,0
14,15,13,0
9,11,11,0
6,8,8,0
2,4,4,0
0,2,2,0
0,0,0,0
0,0,0,0
3,1,0,0
3,1,0,0
3,1,0,0
5,3,2,0
9,8,4,0
15,15,9,0
22,22,16,0
25,25,19,0
21,21,15,0
12,12,6,0
4,3,0,0
3,2,0,0
5,3,2,0
5,3,2,0
5,3,3,0
5,3,2,0
10,11,7,0
12,14,8,0
14,13,9,0
10,9,5,0
4,2,1,0
2,0,0,0
3,1,0,0
4,2,1,0
2,1,0,0
2,2,0,0
7,5,0,0
21,21,9,0
33,33,19,0
39,40,24,0
47,49,30,0
56,57,41,0
42,40,32,0
8,5,0,0
5,2,0,0
12,9,5,0
13,10,6,0
18,15,11,0
17,14,10,0
15,12,7,0
17,14,9,0
11,9,1,0
9,8,0,0
11,10,0,0
5,5,0,0
4,4,0,0
22,22,8,0
47,49,29,0
55,57,28,0
62,63,31,0
67,66,32,0
64,64,28,0
63,61,26,0
64,63,25,0
65,63,23,0
63,61,21,0
64,62,21,0
64,62,21,0
62,62,22,0
61,61,21,0
59,60,21,0
59,60,21,0
58,58,22,0
58,58,22,0
55,58,19,0
55,59,18,0
55,59,18,0
54,58,17,0
54,57,18,0
53,56,17,0
53,55,19,0
52,54,18,0
52,54,18,0
52,54,18,0
51,52,18,0
51,52,18,0
50,51,17,0
49,50,16,0
48,49,17,0
48,49,15,0
47,48,14,0
47,49,13,0
47,49,13,0
46,48,12,0
45,46,12,0
45,46,12,0
44,45,11,0
44,45,11,0
44,45,11,0
43,44,10,0
43,44,12,0
42,43,11,0
42,43,11,0
41,42,10,0
41,42,10,0
40,41,9,0
39,39,9,0
39,38,10,0
38,37,9,0
37,36,8,0
37,36,8,0
36,36,6,0
35,35,5,0
35,36,4,0
34,32,1,0
35,34,0,0
48,49,10,0
68,69,29,0
77,79,37,0
72,75,30,0
69,72,26,0
73,76,30,0
72,74,28,0
72,74,28,0
72,73,29,0
71,72,28,0
71,72,28,0
72,73,29,0
72,73,29,0
72,73,29,0
76,77,33,0
75,76,32,0
72,73,31,0
69,70,28,0
65,66,24,0
62,63,21,0
58,59,17,0
57,58,16,0
54,55,13,0
54,55,13,0
53,54,12,0
53,54,12,0
53,53,13,0
54,54,14,0
55,54,16,0
56,55,17,0
54,52,17,0
55,53,18,0
56,54,20,0
56,54,20,0
55,52,21,0
50,47,16,0
43,40,9,0
36,34,4,0
37,35,5,0
36,36,6,0
38,38,8,0
38,38,8,0
0,0,255,0
0,0,255,0
37,38,6,0
37,38,6,0
42,43,11,0
39,40,8,0
38,39,5,0
40,41,7,0
41,42,8,0
40,41,7,0
40,41,7,0
45,46,6,0
91,90,40,0
94,92,38,0
95,93,39,0
94,92,38,0
93,91,37,0
92,90,36,0
93,91,37,0
93,91,37,0
93,91,37,0
93,91,37,0
93,91,37,0
92,90,36,0
92,90,36,0
92,90,36,0
91,89,35,0
91,89,35,0
91,88,37,0
90,87,36,0
90,87,36,0
89,86,35,0
89,86,35,0
88,85,34,0
88,85,34,0
87,84,33,0
90,87,36,0
83,80,29,0
91,88,37,0
84,81,30,0
93,90,39,0
92,89,38,0
85,82,31,0
135,131,82,0
187,183,135,0
178,173,128,0
185,182,137,0
184,181,136,0
180,177,132,0
181,178,133,0
177,175,127,0
184,182,134,0
182,180,132,0
182,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
109,120,234,0
103,121,234,0
104,122,235,0
103,121,234,0
100,118,231,0
100,118,231,0
101,119,232,0
101,119,232,0
99,117,230,0
104,120,233,0
103,119,232,0
103,119,232,0
103,119,232,0
103,119,232,0
103,119,232,0
103,119,232,0
102,118,231,0
104,118,231,0
177,174,129,0
177,174,129,0
177,174,129,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
33,66,51,0
29,43,32,0
3,10,3,0
13,14,12,0
24,22,21,0
8,14,9,0
10,7,2,0
12,22,10,0
35,51,33,0
55,77,53,0
25,46,24,0
1,13,1,0
28,46,39,0
41,87,75,0
9,78,63,0
12,33,24,0
11,19,9,0
39,53,42,0
62,85,70,0
58,103,86,0
42,94,71,0
23,62,41,0
9,32,17,0
9,18,5,0
31,39,28,0
41,60,45,0
12,40,17,0
17,33,16,0
33,43,31,0
20,41,16,0
21,42,10,0
30,44,20,0
23,35,17,0
20,25,16,0
18,15,11,0
7,26,9,0
20,66,43,0
55,96,75,0
47,83,59,0
14,39,19,0
14,20,9,0
17,26,13,0
18,30,12,0
17,31,19,0
41,60,45,0
58,94,70,0
44,92,68,0
26,86,56,0
31,96,64,0
50,107,76,0
35,89,59,0
22,56,25,0
25,56,19,0
178,176,128,0
217,224,227,0
230,238,238,0
239,244,247,0
238,241,246,0
211,214,222,0
210,212,222,0
206,207,217,0
194,193,202,0
197,196,206,0
201,202,212,0
191,192,202,0
170,172,182,0
176,179,187,0
180,183,191,0
173,177,182,0
172,176,181,0
178,181,189,0
205,212,215,0
217,215,221,0
191,187,198,0
171,174,182,0
190,195,198,0
195,198,203,0
187,184,193,0
178,180,188,0
180,184,189,0
183,189,194,0
199,201,209,0
205,207,215,0
210,213,221,0
210,212,222,0
211,211,223,0
176,174,126,0
176,174,126,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,174,124,0
175,175,121,0
175,176,120,0
175,175,121,0
175,175,121,0
175,175,121,0
175,175,121,0
175,174,123,0
175,174,123,0
177,173,124,0
177,173,124,0
177,173,124,0
177,173,124,0
177,173,124,0
177,173,124,0
177,173,124,0
177,173,124,0
176,175,125,0
176,175,125,0
175,174,124,0
174,173,123,0
174,173,123,0
173,172,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
172,170,122,0
171,169,121,0
171,169,121,0
172,171,121,0
172,171,120,0
172,171,120,0
173,172,121,0
173,172,121,0
173,172,121,0
173,172,122,0
173,172,122,0
174,173,123,0
174,173,123,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
176,172,123,0
176,172,123,0
176,172,124,0
175,171,123,0
175,171,123,0
175,171,123,0
175,171,123,0
175,171,123,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
174,170,122,0
255,255,255,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,201,163,0
202,201,163,0
202,201,163,0
226,211,79,0
226,211,79,0
226,211,79,0
225,210,78,0
225,210,78,0
229,214,82,0
227,212,80,0
225,210,78,0
226,211,79,0
229,214,82,0
232,217,85,0
232,217,85,0
231,216,84,0
225,212,82,0
225,212,82,0
226,213,83,0
227,214,84,0
199,199,159,0
199,199,159,0
199,199,159,0
199,199,159,0
198,198,158,0
60,59,45,0
60,59,45,0
59,58,44,0
57,55,44,0
57,55,44,0
57,55,45,0
57,55,45,0
57,55,45,0
57,55,45,0
57,54,46,0
57,54,46,0
57,54,46,0
57,54,46,0
55,54,44,0
56,55,45,0
57,57,45,0
58,58,44,0
58,58,44,0
58,59,43,0
184,183,139,0
184,183,139,0
184,183,139,0
184,183,139,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
182,182,136,0
182,182,136,0
182,182,136,0
181,180,136,0
182,181,137,0
182,181,137,0
183,182,138,0
183,182,138,0
184,183,139,0
184,183,139,0
184,183,139,0
239,201,167,0
238,200,166,0
238,200,166,0
238,200,166,0
237,199,165,0
185,184,140,0
184,183,139,0
184,183,139,0
188,185,141,0
188,185,141,0
188,185,141,0
187,184,139,0
187,184,139,0
187,184,139,0
186,183,138,0
186,184,136,0
174,172,124,0
169,168,118,0
162,160,112,0
156,155,105,0
153,152,102,0
155,154,103,0
158,157,107,0
161,160,110,0
156,153,108,0
165,163,122,0
166,164,129,0
121,119,89,0
13,9,0,0
20,18,7,0
12,9,4,0
0,0,0,0
1,0,4,0
1,0,4,0
0,0,4,0
0,2,2,0
5,6,4,0
9,11,5,0
14,15,5,0
17,18,8,0
18,18,12,0
10,9,5,0
3,2,0,0
4,3,0,0
11,9,8,0
17,15,14,0
15,16,14,0
11,12,10,0
8,8,8,0
7,7,7,0
4,4,4,0
2,2,2,0
0,1,2,0
0,1,2,0
0,0,1,0
0,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
4,2,1,0
7,6,2,0
12,11,7,0
16,15,11,0
19,18,14,0
7,6,2,0
4,3,0,0
2,0,0,0
3,1,0,0
4,2,2,0
4,2,2,0
6,3,5,0
9,7,7,0
9,10,8,0
12,13,9,0
14,12,11,0
8,6,5,0
3,1,0,0
2,0,0,0
3,1,0,0
3,1,0,0
4,3,0,0
4,4,0,0
12,10,2,0
24,24,12,0
33,33,19,0
39,40,24,0
47,49,30,0
55,56,40,0
25,26,17,0
5,4,0,0
9,8,4,0
14,12,11,0
14,12,11,0
18,16,15,0
16,14,13,0
17,15,14,0
16,14,13,0
4,3,0,0
2,2,0,0
8,8,2,0
9,10,1,0
3,4,0,0
4,5,0,0
15,16,0,0
32,33,7,0
51,54,22,0
66,67,33,0
61,63,27,0
60,60,24,0
65,66,27,0
67,67,27,0
61,62,20,0
62,63,21,0
62,63,21,0
62,62,22,0
61,61,21,0
59,60,21,0
59,60,21,0
58,58,22,0
58,58,22,0
55,58,19,0
55,59,18,0
55,59,18,0
54,58,17,0
54,57,18,0
53,56,17,0
53,55,19,0
52,54,18,0
52,54,18,0
52,54,18,0
51,52,18,0
51,52,18,0
50,51,17,0
49,50,16,0
48,49,17,0
48,49,15,0
47,48,14,0
47,49,13,0
47,49,13,0
46,48,12,0
45,46,12,0
45,46,12,0
44,45,11,0
44,45,11,0
44,45,11,0
43,44,10,0
43,44,12,0
42,43,11,0
42,43,11,0
41,42,10,0
41,42,10,0
40,41,9,0
39,39,9,0
39,39,9,0
38,38,8,0
37,37,7,0
37,37,7,0
36,36,6,0
37,35,5,0
37,35,4,0
32,31,0,0
44,44,8,0
61,62,23,0
73,74,34,0
75,77,35,0
72,75,30,0
71,73,27,0
72,74,28,0
72,74,28,0
71,73,27,0
71,73,27,0
70,72,26,0
70,71,27,0
70,71,27,0
71,72,28,0
72,73,29,0
74,75,31,0
74,75,31,0
73,74,30,0
71,72,28,0
69,70,28,0
67,68,26,0
65,66,24,0
64,65,23,0
58,59,15,0
58,59,15,0
56,57,15,0
55,56,14,0
54,55,13,0
54,55,13,0
55,55,15,0
55,55,15,0
54,53,15,0
54,53,15,0
56,54,19,0
58,56,21,0
58,56,22,0
55,53,19,0
48,46,12,0
42,40,9,0
38,36,5,0
36,37,5,0
36,37,5,0
36,37,5,0
37,38,6,0
38,39,7,0
38,39,7,0
38,39,7,0
40,41,7,0
38,39,5,0
38,39,5,0
40,41,7,0
41,42,8,0
41,42,8,0
40,41,7,0
42,43,3,0
91,90,40,0
94,93,37,0
95,94,38,0
95,94,38,0
94,93,37,0
93,92,36,0
93,92,36,0
93,92,36,0
93,92,36,0
93,92,36,0
93,92,36,0
92,91,35,0
92,91,35,0
92,91,35,0
91,90,34,0
91,89,35,0
91,88,37,0
91,88,37,0
90,87,36,0
90,87,36,0
89,86,35,0
88,85,34,0
88,85,34,0
88,85,34,0
90,87,36,0
83,80,29,0
85,82,31,0
89,86,35,0
90,87,36,0
89,86,35,0
91,88,37,0
103,99,50,0
158,154,106,0
188,184,136,0
184,182,134,0
182,180,132,0
185,183,135,0
177,175,127,0
180,178,130,0
186,184,136,0
182,180,132,0
182,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
180,180,132,0
110,121,233,0
107,119,237,0
108,120,238,0
106,118,236,0
104,116,234,0
106,118,236,0
106,118,236,0
104,116,234,0
104,116,234,0
109,119,237,0
109,119,237,0
109,119,237,0
109,119,237,0
110,120,238,0
110,120,238,0
109,119,237,0
108,118,236,0
103,112,233,0
177,174,129,0
177,174,129,0
177,174,129,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
178,175,130,0
14,24,18,0
8,16,5,0
18,19,10,0
29,36,29,0
29,31,25,0
11,11,11,0
4,2,2,0
17,27,11,0
30,60,35,0
38,66,46,0
21,50,34,0
9,38,29,0
32,61,52,0
30,74,61,0
9,65,52,0
9,53,40,0
27,62,52,0
49,72,58,0
41,57,40,0
45,64,47,0
19,44,30,0
7,10,8,0
26,13,15,0
20,18,10,0
11,13,7,0
13,15,16,0
3,5,6,0
10,17,10,0
30,45,31,0
33,52,25,0
30,56,20,0
24,40,16,0
12,16,5,0
10,11,2,0
23,20,15,0
44,71,55,0
47,94,62,0
24,63,38,0
13,32,17,0
22,23,7,0
40,41,25,0
41,43,31,0
21,27,16,0
0,15,1,0
5,31,13,0
40,76,54,0
40,94,65,0
30,84,54,0
30,83,56,0
22,76,46,0
14,66,36,0
18,70,40,0
41,95,66,0
178,176,128,0
205,210,213,0
214,219,220,0
234,238,239,0
239,243,244,0
224,229,232,0
225,228,236,0
206,208,216,0
177,178,188,0
172,176,181,0
180,183,191,0
169,171,181,0
148,150,161,0
143,145,155,0
147,149,159,0
147,149,157,0
162,164,172,0
177,176,185,0
169,171,182,0
145,149,160,0
131,134,142,0
135,137,147,0
143,144,158,0
142,143,157,0
148,146,158,0
152,153,167,0
133,138,147,0
130,136,141,0
168,173,176,0
186,188,196,0
176,177,191,0
171,172,186,0
195,197,207,0
176,174,126,0
176,174,126,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,174,124,0
175,174,123,0
175,175,121,0
175,175,121,0
175,175,121,0
175,174,123,0
175,174,123,0
175,174,123,0
175,174,123,0
175,174,124,0
175,174,124,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
175,173,125,0
176,174,126,0
176,174,126,0
175,173,125,0
174,172,124,0
174,172,124,0
173,171,123,0
172,170,122,0
172,170,122,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
174,172,124,0
173,171,123,0
173,171,123,0
173,171,123,0
172,171,121,0
172,171,121,0
172,171,121,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
173,172,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
174,173,122,0
176,173,122,0
176,173,122,0
176,172,123,0
176,172,123,0
175,171,122,0
175,171,122,0
175,171,123,0
175,171,123,0
174,170,122,0
174,170,122,0
174,169,124,0
174,169,124,0
174,169,124,0
174,169,124,0
174,169,124,0
255,255,255,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
201,199,164,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,200,165,0
202,201,163,0
202,201,163,0
202,201,163,0
225,208,75,0
225,208,75,0
225,208,75,0
225,208,75,0
224,207,74,0
226,209,76,0
222,205,72,0
219,202,69,0
222,205,72,0
229,212,79,0
234,217,84,0
235,218,85,0
231,216,84,0
227,214,84,0
226,215,87,0
226,215,87,0
227,216,88,0
199,199,159,0
199,199,159,0
199,199,159,0
199,199,159,0
196,196,156,0
64,63,49,0
61,60,46,0
58,57,43,0
57,55,44,0
57,55,44,0
59,57,47,0
58,56,46,0
57,55,45,0
56,54,44,0
56,53,45,0
56,53,45,0
56,53,45,0
57,54,46,0
58,57,47,0
59,58,48,0
61,61,49,0
61,61,47,0
60,60,46,0
58,59,43,0
184,183,139,0
184,183,139,0
184,183,139,0
184,183,139,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
183,183,137,0
182,182,136,0
182,182,136,0
182,182,136,0
181,180,136,0
181,180,136,0
182,181,137,0
182,181,137,0
182,181,137,0
183,182,138,0
183,182,138,0
183,182,138,0
239,201,167,0
238,200,166,0
238,200,166,0
239,201,167,0
238,200,166,0
185,184,140,0
185,184,140,0
185,184,140,0
186,183,139,0
186,183,139,0
186,183,139,0
187,184,140,0
187,184,140,0
187,184,139,0
188,185,140,0
188,185,140,0
186,183,138,0
181,179,131,0
172,170,122,0
164,162,114,0
158,156,108,0
156,155,105,0
157,155,107,0
158,157,107,0
165,164,114,0
154,152,104,0
167,165,124,0
161,160,126,0
106,104,80,0
5,5,0,0
13,11,3,0
4,2,2,0
1,0,4,0
1,0,5,0
0,0,3,0
0,1,2,0
4,5,3,0
7,9,3,0
11,15,4,0
16,17,7,0
19,19,13,0
11,10,6,0
5,4,0,0
6,5,1,0
13,11,10,0
16,14,13,0
10,11,9,0
4,5,3,0
2,2,2,0
1,1,1,0
0,0,0,0
0,0,0,0
0,0,1,0
0,0,1,0
0,0,1,0
0,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
2,0,0,0
3,2,0,0
5,4,0,0
6,5,1,0
7,6,2,0
2,1,0,0
2,1,0,0
3,1,0,0
4,2,1,0
3,1,1,0
2,0,0,0
4,1,3,0
8,6,6,0
6,7,5,0
11,12,8,0
14,12,11,0
7,5,4,0
2,0,0,0
3,1,0,0
4,2,1,0
3,1,0,0
3,2,0,0
5,5,0,0
11,9,1,0
21,20,10,0
34,34,22,0
46,46,32,0
54,55,39,0
58,58,44,0
12,12,6,0
4,2,1,0
12,10,9,0
13,11,10,0
12,10,9,0
16,14,14,0
13,11,11,0
16,14,14,0
3,1,1,0
5,3,2,0
5,3,2,0
4,2,1,0
4,3,0,0
